"Object Count","Layer Name","Layer Color R,G,B","Group Names","Object Name","Object ID","Object Color R,G,B","Object Material","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"1","red","255,0,9","","","1d57b3b2-f872-40b3-bd98-97f116e54c5c","0,0,0","","point","28.78955078125,0,-6.682464599609375"
"2","red","255,0,9","","","0dc4f117-511d-40d1-b20b-8fae2a096f8a","0,0,0","","point","-36.837890625,0,-66.05538940429688"
"3","red","255,0,9","","","1280c6ac-e7cb-4f2e-a8f5-ac459d419cfb","0,0,0","","point","-63.4124755859375,0,16.32745361328125"
"4","red","255,0,9","","","8817b7fc-5551-4a17-bb63-730f1945d562","0,0,0","","point","23.06494140625,0,2.5186767578125"
"5","red","255,0,9","","","17efe0e2-21aa-40a2-a8a5-03d221f914a6","0,0,0","","point","18.410400390625,0,11.65863037109375"
"6","red","255,0,9","","","9df726b8-2508-4d61-a555-3cfd62a7606e","0,0,0","","point","24.9703369140625,0,-16.13375854492188"
"7","red","255,0,9","","","d569c1de-174c-47f0-835e-f6662b370167","0,0,0","","point","10.6649169921875,0,-63.33673095703125"
"8","red","255,0,9","","","201ed027-aaf9-48c0-a287-7ff4e26668a9","0,0,0","","point","1.002685546875,0,-63.47952270507812"
"9","red","255,0,9","","","6f9e3e43-b2fd-4cd0-aa39-1f3ae15a752b","0,0,0","","point","-7.902587890625,0,-63.76315307617188"
"10","red","255,0,9","","","f339e5e6-71b0-4950-94d6-074fa462d4c4","0,0,0","","point","-16.41015625,0,-64.21963500976562"
"11","red","255,0,9","","","db69a10d-70e8-41a5-a52c-9c1c9ddb2eff","0,0,0","","point","19.5126953125,0,-35.0546875"
"12","red","255,0,9","","","127a5d92-0920-4db7-869f-e5d0fc594c80","0,0,0","","point","17.327880859375,0,-43.92959594726562"
"13","red","255,0,9","","","d242492e-1bfd-4d61-b360-11f84b04a559","0,0,0","","point","-43.122314453125,0,-46.63558959960938"
"14","red","255,0,9","","","9f47a7e4-9cfa-46d4-8a2f-138440f6289e","0,0,0","","point","-49.66552734375,0,-28.16055297851562"
"15","red","255,0,9","","","9f47b016-9d8b-4461-839b-a5544a3b5fae","0,0,0","","point","-54.4791259765625,0,-11.58761596679688"
"16","red","255,0,9","","","32824c8b-5806-4be9-8268-9543be2f2b40","0,0,0","","point","-57.136962890625,0,-2.505889892578125"
"17","red","255,0,9","","","dc287c83-12e0-449c-a658-bcf4fc025a6a","0,0,0","","point","-47.24169921875,0,32.4793701171875"
"18","red","255,0,9","","","bbf56057-b109-499e-a1a8-ec7c38a37d33","0,0,0","","point","-41.093505859375,0,37.98721313476562"
"19","red","255,0,9","","","6e1ff61f-a6de-412b-86a9-f1ee4e59c93a","0,0,0","","point","-17.6383056640625,0,56.47662353515625"
"20","red","255,0,9","","","bedea649-0e9b-40ac-b23c-9f762bfa1b2f","0,0,0","","point","5.0235595703125,0,37.21432495117188"
"21","red","255,0,9","","","3a6d559d-37ec-42d6-8bb3-32389fceb42d","0,0,0","","point","9.1943359375,0,28.98538208007812"
"22","red","255,0,9","","","cb17a9b7-31ce-4ed2-af25-692b8352438e","0,0,0","","point","22.136962890625,0,-25.86508178710938"
"23","red","255,0,9","","","bac52355-3cf2-4ce8-903c-0171bf2068dd","0,0,0","","point","-60.1248779296875,0,6.819305419921875"
"24","red","255,0,9","","","242bffdc-4480-46ee-9c61-fcd2e2f7f860","0,0,0","","point","13.676513671875,0,20.28631591796875"
"25","red","255,0,9","","","cc5f2d63-cc4d-4c13-8d36-fd7dff262431","0,0,0","","point","-39.5203857421875,0,-58.13043212890625"
"26","red","255,0,9","","","27d79c4b-9a5a-4941-9d6d-484931285795","0,0,0","","point","-55.871337890625,0,22.0843505859375"
"27","red","255,0,9","","","73a9603c-9863-4802-8a02-83e651e0af91","0,0,0","","point","-24.62548828125,0,-64.27468872070312"
"28","red","255,0,9","","","4df67d0e-f511-4eb0-9644-a4d70eb1d558","0,0,0","","point","15.398681640625,0,-51.96939086914062"
"29","red","255,0,9","","","252a5350-d0bc-488b-ab63-e5c8f9365d0b","0,0,0","","point","-45.060791015625,0,-38.95663452148438"
"30","red","255,0,9","","","21e42bb2-ca27-44fd-abbe-67318a452253","0,0,0","","point","-51.956298828125,0,-20.24630737304688"
"31","red","255,0,9","","","8e3d4fd4-9f6b-4247-9a56-feaa3426f189","0,0,0","","point","-35.023193359375,0,43.56808471679688"
"32","red","255,0,9","","","eea53026-4c5d-4cd2-84f7-28564e23b242","0,0,0","","point","2.120849609375,0,49.6514892578125"
"33","green","0,255,68","","","07a476a4-c1a3-45f9-9a75-a7393cd170b9","0,0,0","","point","-48.262939453125,0,25.19708251953125"
"34","red","255,0,9","","","297349be-3d0d-4147-90eb-3d3c75583400","0,0,0","","point","0.4666748046875,0,42.87112426757812"
"35","green","0,255,68","","","87d79031-31f5-4621-bf80-a5a91fac3282","0,0,0","","point","-48.57177734375,0,0.877349853515625"
"36","green","0,255,68","","","db9693fe-f0de-4141-95ae-00e64522dd0a","0,0,0","","point","-41.83447265625,0,27.65664672851562"
