"Object Count","Object Name","Object ID","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"1","","138048e6-7f79-4f65-ba2e-5fac291ee2ee","point","420.5664474719481,16.25023955093271,12.83744471780572"
"2","","34013468-dc1f-4942-b943-a1d5fa554d5c","point","429.0904061747884,16.25023955093271,10.57828487270026"
"3","","97bc3f24-9f05-4bc1-a3b8-b8f00c5fb9b0","point","437.2577437387707,16.25023955093271,6.636489085739196"
"4","","b28e2d88-d39c-4b94-b036-4444373097dc","point","444.4436576712653,16.25023955093271,1.971109028190398"
"5","","3fb5ef0d-c97e-4562-967d-a84bc78239bb","point","412.0359988851521,16.25023955093271,13.10274013909671"
"6","","0fc43432-71cd-4f2c-8e30-9a6b5a55770c","point","452.4076724111944,16.25023955093271,-12.34912980195356"
"7","","23ef1b88-0b96-4cd1-be13-64d106b64c3f","point","454.7607592181153,16.25023766140904,-21.30153673665527"
"8","","cb5d4f02-f8a7-4b4f-86db-c01860dabac4","point","455.6810328250019,16.25023766140904,-29.72498285785857"
"9","","13e4392d-2634-4453-b874-f72d40387f97","point","454.0176876601062,16.25023955093271,-37.13935783727516"
"10","","f6415d47-cb46-4e7d-b7a6-f4a253ace317","point","443.6292780094199,16.25023955093271,-50.7821520454202"
"11","","c69b03d3-2de8-4788-90b8-8312479bb8ba","point","436.4746042015569,16.25023955093271,-56.41164769766505"
"12","","585f222a-c95f-445f-8a7d-d748e86a1442","point","428.4823725748638,16.25023955093271,-60.51559232828802"
"13","","0ebc1203-dd61-495f-9fe0-e56c5f981f38","point","420.3201140504989,16.25023955093271,-63.08491118495667"
"14","","5863e804-8475-444a-b49c-76a116b7d10c","point","403.68694457041,16.25023955093271,-60.02270378127946"
"15","","c0e46cdd-3a85-4b37-9ed8-a5156c756a4b","point","395.4496694370913,16.25023955093271,-57.00250930650182"
"16","","0cc83c1e-cef3-4c1f-bb0f-022b0d47244f","point","383.564636112446,16.25023955093271,-45.56832136758678"
"17","","7cff3182-d72b-402e-aba9-d6955f10d6a0","point","380.1091558494964,16.25023955093271,-37.79905857235637"
"18","","ecb98780-c1bc-4b65-b7fb-5dd9c998f91f","point","378.1524356819323,16.25023955093271,-20.78814055944505"
"19","","4ac03c48-5c53-425b-88b6-f945b73fe3de","point","384.1525954129299,16.25023766140904,-4.9426505121011"
"20","","c2df706a-9238-4ba4-8709-88740370ad3e","point","396.2253516542319,16.25024144045638,7.519846438897927"
