"Object Count","Object Name","Object ID","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"1","","c344e509-9b51-4954-8d1e-f29126a5ba0b","point","9.29101461459868,0,17.31914719096906"
"2","","3907e36d-1eef-4b3c-ab61-d94421a22f76","point","17.81497331743896,0,15.0599873458636"
"3","","286dfcf4-5703-4160-a695-90c31ee1afd0","point","25.98231088142131,0,11.11819155890255"
"4","","361f6794-0313-46a2-922d-b45673dd40cc","point","33.16822481391586,0,6.452811501353743"
"5","","d67563ba-1475-455e-9586-58a7daf40802","point","0.7605660278027244,0,17.58444261226006"
"6","","5cf70562-f5f1-42eb-b7c7-bbef92415786","point","41.13223955384495,0,-7.867427328790217"
"7","","4ec06596-d4b9-4960-b81d-ed2f3e21d2b6","point","43.48532636076584,-1.8895236664207e-06,-16.81983426349192"
"8","","506e14f7-ae4f-4f93-b500-e5dd33f3e393","point","44.40559996765245,-1.8895236664207e-06,-25.24328038469523"
"9","","92cd6f70-0c61-45ce-94fb-11b455f30789","point","42.74225480275675,0,-32.65765536411181"
"10","","fa18a398-62a4-4e9a-9834-db50f6b8e079","point","32.35384515207045,0,-46.30044957225686"
"11","","971bbd49-d96d-48be-ab36-a208ab88f74a","point","25.19917134420746,0,-51.9299452245017"
"12","","e686c639-b2bd-40a4-acbd-314b6bdb2128","point","17.20693971751439,0,-56.03388985512467"
"13","","ae02e8d8-f8dc-4d01-a3b7-27eecb88db0e","point","9.044681193149529,0,-58.60320871179331"
"14","","1983e90c-8bd7-45e9-b03d-3f5cfdb5798f","point","-7.588488286939423,0,-55.54100130811611"
"15","","afb5eef6-fd70-40ce-b375-4c6160427677","point","-15.82576342025811,0,-52.52080683333847"
"16","","c4f35dfb-a9cd-4ceb-875d-c7b0079a4f4f","point","-27.71079674490346,0,-41.08661889442343"
"17","","0438e85f-4555-476f-a95b-b08038df4ad1","point","-31.16627700785301,0,-33.31735609919303"
"18","","c19df6d1-8914-46e4-b037-4bf81925de22","point","-33.12299717541714,0,-16.30643808628171"
"19","","fe04c0f9-7e26-4e94-8e34-acdb0c3c097a","point","-27.12283744441953,-1.8895236664207e-06,-0.4609480389377545"
"20","","c9843eaa-cbe9-47af-8963-1b2b14d13572","point","-15.05008120311754,1.889523669973414e-06,12.00154891206128"
"21","","f8334856-fb12-4e97-8d4e-009570b9ca5e","point","38.03636335778265,0,0.3840167126677976"
"22","","16874434-3360-4ec4-8370-b3b99e2246b7","point","38.36613814437652,0,-39.64143561278099"
"23","","86b69a5e-a537-4191-864f-609e2172544b","point","0.9973460175903597,0,-57.99784563865181"
"24","","3682f7d5-8570-4a42-967c-0417dc5fa2c1","point","-33.04846428452208,0,-24.83843860184969"
