"Object Count","Group Indexes","Object Name","Object ID","Object Color R,G,B","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"1","18","","c38fc602-b2da-4bda-aaae-f51e6dd57789","0,0,0","point","164.6099979971913,-2057.079530007226,-16.13635063171387"
"2","18","","8017960f-ee38-4a4d-adf0-0ef9df36e93f","0,0,0","point","166.721390256789,-2057.079530007226,-13.08256387710571"
"3","18","","e051f70f-53ef-4fd1-ae94-7ff57a383709","0,0,0","point","168.8327825163868,-2057.079530007226,-10.02877712249756"
"4","18","","827e9288-9fae-4c46-9b32-44eae9fa4063","0,0,0","point","170.1678197478321,-2057.079530007226,-8.657065391540527"
"5","18","","81c14b7c-3e41-43c9-a4fc-8d9df3216e8f","0,0,0","point","173.520271072295,-2057.079530007226,-5.783649206161499"
"6","18","","25649b85-a3d3-4106-a8eb-eb2691909b38","0,0,0","point","176.8727223967579,-2057.079530007226,-2.910233020782471"
"7","18","","e43d7b15-2809-4f5b-84bb-7bf79cfabd31","0,0,0","point","190.7758653258351,-2057.079530007226,-6.243199348449707"
"8","18","","5659278c-a5cc-495e-b8d9-57d865670015","0,0,0","point","179.8410489653614,-2057.079530007226,-3.493204593658447"
"9","18","","798d1808-825e-4f2c-b550-4d2d6a7b289b","0,0,0","point","187.633983383086,-2057.079530007226,-8.710065841674805"
"10","18","","273a740f-ae32-4520-9fe9-47b466def904","0,0,0","point","184.492101440337,-2057.079530007226,-11.1769323348999"
"11","18","","b542a421-8666-4a8d-a0a6-0c1b43a094b5","0,0,0","point","182.1665752028492,-2057.079530007226,-7.335068464279175"
"12","18","","6961ab59-5ff2-44f7-9429-c907b61bf4b0","0,0,0","point","171.7046659087208,-2057.079530007226,-10.40379619598389"
"13","18","","bf5b71ab-680f-456f-8336-ca6efef1ca26","0,0,0","point","174.1976573561695,-2057.079530007226,-13.99731969833374"
"14","18","","3ce83a28-0575-4cad-84bc-24fd3f83ba08","0,0,0","point","176.6906488036183,-2057.079530007226,-17.59084320068359"
"15","18","","a66647c9-c8d8-4af6-8f4f-95492a8ec2a8","0,0,0","point","179.817188033965,-2057.079530007226,-15.00790548324585"
"16","18","","e7cf34d1-0796-4ef2-bf26-86087de907d8","0,0,0","point","182.9437272643116,-2057.079530007226,-12.42496776580811"
"17","18","","ad806faf-7c71-4920-aae8-da276931389e","0,0,0","point","174.9237535094288,-2057.079530007226,-7.630181074142456"
"18","18","","e3af5abf-011c-472e-ae9c-06e6150d2b69","0,0,0","point","178.1428411101368,-2057.079530007226,-4.856565952301025"
"19","18","","4debf25b-56d0-49a6-b269-0d74d105eda4","0,0,0","point","180.5432841872242,-2057.079530007226,-8.640766859054565"
"20","18","","91ce25ff-b281-4275-8574-16f5dcbd536b","0,0,0","point","165.9300282095936,-2057.079530007226,-17.03085899353027"
"21","18","","64e57230-4feb-4287-af8c-f645f6e7fc18","0,0,0","point","167.6392846201924,-2057.079530007226,-20.21615791320801"
"22","18","","d914d40e-8264-45be-a258-c5f45a65eb68","0,0,0","point","169.3485410307911,-2057.079530007226,-23.40145683288574"
"23","18","","fa080516-a781-43db-9018-cb94597237c1","0,0,0","point","172.2533366774586,-2057.079530007226,-21.09644794464111"
"24","18","","f327b5ba-9b15-40db-b692-4a278f37f2a0","0,0,0","point","175.1581323241261,-2057.079530007226,-18.79143905639648"
"25","18","","d39cfe84-0c16-46e3-b83c-f38e430f5de7","0,0,0","point","168.1498284434346,-2057.079530007226,-14.4031834602356"
"26","18","","e12791bd-8e0e-48ae-8b90-1ccd73a34cd4","0,0,0","point","170.3696286772755,-2057.079530007226,-11.77550792694092"
"27","18","","a39a7045-f45d-4d2e-80a7-d2cb15abf195","0,0,0","point","172.7638805007008,-2057.079530007226,-15.2834734916687"
"28","18","","6d3722d3-fa3b-4e49-b568-976305e8e475","0,0,0","point","164.1316692923573,-2057.079530007226,-25.65359592437744"
