"Object Count","Layer Name","Layer Color R,G,B","Object Name","Object ID","Object Color R,G,B","Object Material","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"1","Default","0,0,0","","c0b8f1f0-34d6-4ace-bb94-47cbc444e3ad","0,0,0","","point","-100,-100,0"
"2","Default","0,0,0","","a0cd8011-1204-4ec2-97d5-2b3ee522073d","0,0,0","","point","100,-100,0"
"3","Default","0,0,0","","cf911d17-c8a0-458f-a792-30f64a7b82f0","0,0,0","","point","100,100,0"
"4","Default","0,0,0","","59d19a99-8d60-4d30-955b-7f9022872305","0,0,0","","point","-100,100,0"
"5","Default","0,0,0","","2f6aedda-8c15-4440-a73c-7f9f337d72f2","0,0,0","","point","23.64730836627667,91.94763099690142,0"
"6","Default","0,0,0","","ad402355-78e7-4443-a9ab-e4af01f7c9cf","0,0,0","","point","23.64730836627667,84.80477385404429,0"
"7","Default","0,0,0","","223396b5-4a9c-40ee-9d53-f004bd041871","0,0,0","","point","23.64730836627667,77.66191671118713,0"
"8","Default","0,0,0","","83838435-86a7-4d3c-8589-dcfe0f9e1548","0,0,0","","point","23.64730836627667,70.51905956832999,0"
"9","Default","0,0,0","","ccb597a8-37e2-421f-872e-fbb1343c89db","0,0,0","","point","23.64730836627667,63.37620242547285,0"
"10","Default","0,0,0","","1aecc6a2-a9b7-4d45-a806-af381512f94a","0,0,0","","point","23.64730836627667,56.23334528261572,0"
"11","Default","0,0,0","","10048360-238c-46e5-aa13-ad167f830c48","0,0,0","","point","23.64730836627667,49.09048813975857,0"
"12","Default","0,0,0","","e0f48b36-a325-408c-ab51-35f2f07e3da0","0,0,0","","point","23.64730836627667,41.94763099690143,0"
"13","Default","0,0,0","","e7d1f734-6678-4172-b562-8577fb2058d4","0,0,0","","point","23.64730836627667,34.80477385404429,0"
"14","Default","0,0,0","","3551fe18-bf09-4f46-9e84-b81afa728102","0,0,0","","point","23.64730836627667,27.66191671118716,0"
"15","Default","0,0,0","","b0bae950-b226-4fa8-8f5f-49ecd7c8523d","0,0,0","","point","23.64730836627667,20.51905956833002,0"
"16","Default","0,0,0","","5a6c03be-ea3e-4be8-9e30-c48f3d8d9407","0,0,0","","point","23.64730836627667,13.37620242547287,0"
"17","Default","0,0,0","","3908d7f6-3c44-4a0e-8723-8f96180a8e3f","0,0,0","","point","23.64730836627667,6.233345282615732,0"
"18","Default","0,0,0","","560857d7-0cad-4aff-b883-bf90a9ac2f6f","0,0,0","","point","23.64730836627667,-0.909511860241411,0"
"19","Default","0,0,0","","4d715eb9-ff6e-45fa-8867-0402a69bdc83","0,0,0","","point","23.64730836627667,-93.76665471738424,0"
"20","Default","0,0,0","","c2ed8133-9475-4371-9702-32dc64984d49","0,0,0","","point","23.64730836627667,-86.6237975745271,0"
"21","Default","0,0,0","","1a32de5b-a642-45d2-abef-83707a3f05e4","0,0,0","","point","23.64730836627667,-79.48094043166995,0"
"22","Default","0,0,0","","aa25c75a-b0e0-48e1-8b3d-935273512feb","0,0,0","","point","23.64730836627667,-72.33808328881281,0"
"23","Default","0,0,0","","dca488aa-cc72-4bd6-85fd-7086169b4f24","0,0,0","","point","23.64730836627667,-65.19522614595567,0"
"24","Default","0,0,0","","3ea4b9bc-54de-442d-9a1a-f6f4f455ccb9","0,0,0","","point","23.64730836627667,-58.05236900309854,0"
"25","Default","0,0,0","","1b56807f-6d73-4d20-bb3c-32d76353030f","0,0,0","","point","23.64730836627667,-50.90951186024139,0"
"26","Default","0,0,0","","991e329d-302b-43dc-ab8a-a8b5b96bdd72","0,0,0","","point","23.64730836627667,-43.76665471738426,0"
"27","Default","0,0,0","","7c93ae23-919f-4824-88bc-70b50f8ff74a","0,0,0","","point","23.64730836627667,-36.62379757452712,0"
"28","Default","0,0,0","","6ff6519b-1da8-4eee-b045-7244a06092a7","0,0,0","","point","23.64730836627667,-29.48094043166998,0"
