"Object Count","Object Name","Object ID","Object Color R,G,B","Object Material","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"1","","b2221d2b-64d6-4bf1-99f9-25b751856d10","0,0,0","","point","-8.080090288207373,1.773980249142326e-06,-10.44222436768356"
"2","","e0390c2a-97df-4981-8494-8c23c7a3558d","0,0,0","","point","-5.014660600707373,1.773980246477791e-06,-4.86754785401169"
"3","","51276fc7-0dbd-42ca-be70-fcc56edd0c22","0,0,0","","point","-10.71253657726987,1.77398024692188e-06,-5.868921145027315"
"4","","66aaa73c-dfa6-480c-b1c5-8aab16a782e8","0,0,0","","point","-13.18508601574644,1.7739802440353e-06,-0.1260622583085649"
"5","","3f2e9c5b-1cb7-4059-afc8-c0578791b731","0,0,0","","point","-17.84090876965269,1.773980245811657e-06,-3.87334619385544"
"6","","5162fe2e-6e21-4042-95b9-20d92bdde426","0,0,0","","point","-6.422268632933935,1.773980242036899e-06,3.995458737785185"
"7","","8f09bc71-3e2c-4e8a-9784-abdee20f49fa","0,0,0","","point","-5.74798274426206,1.773980251584817e-06,-14.90647302491013"
"8","","d9e43e93-df11-4f6b-84d4-379f285fc0e9","0,0,0","","point","-12.78887629894956,1.773980250696638e-06,-13.62294946533981"
"9","","17ba6020-68b0-4195-b617-fd22552fcdbc","0,0,0","","point","-21.27137446789487,1.773980244257345e-06,-0.5314119897538773"
"10","","1972c7b0-ca66-4823-a6ae-3d51e31b7f72","0,0,0","","point","-15.54905391125425,1.773980248476192e-06,-8.77788720948044"
"11","","2159eaa6-b867-4437-8810-5629e238fb87","0,0,0","","point","-10.00056147961362,1.773980252917084e-06,-17.98612390381638"
"12","","3677209b-b448-4a92-90f6-2880a6e17930","0,0,0","","point","-7.581448320433935,1.773980254693441e-06,-21.68445764405075"
"13","","2cf63f34-4bcf-4d19-ac3d-2e62698ae09d","0,0,0","","point","-4.022259477660498,1.773980253583218e-06,-19.32894311768356"
"14","","ca4ee402-3da5-458f-ba06-fefd5557a4f7","0,0,0","","point","-1.080609087035498,1.773980251584817e-06,-15.33689294678513"
"15","","64c1f0c6-08c0-4952-9df6-8ec67126d223","0,0,0","","point","2.222338911011377,1.773980248032103e-06,-8.083719118660127"
"16","","9b0729fb-fa71-4248-b3e4-3ce855efe0f3","0,0,0","","point","-22.60503840832456,1.77398024692188e-06,-5.83904443604294"
"17","","9f7153eb-b36d-4b33-a202-43069be287e2","0,0,0","","point","-17.94463801769956,1.773980241370765e-06,5.317831174308623"
"18","","15f8868b-3089-4c2e-a642-d3f08f484ed0","0,0,0","","point","1.604296918823877,1.773980239816453e-06,8.06867040770706"
"19","","1c389c14-d280-4158-918c-1849dc94ecd1","0,0,0","","point","7.802340742066065,1.773980243813256e-06,0.3693143286054976"
"20","","1c122899-47f8-4c6b-a8dc-5476f1881876","0,0,0","","point","-12.29931331066831,1.773980237818051e-06,12.01181615966019"
"21","","8ff97922-3587-462a-b45a-b3b748779f7b","0,0,0","","point","-26.61517024426206,1.773980243369166e-06,1.24701513426956"
"22","","2f170dd4-f151-415b-a05e-994cec68aa6b","0,0,0","","point","-17.65961909680112,1.773980252472995e-06,-17.25632654053513"
"23","","8ff4789e-bfaa-47e7-a2c6-ee67e317b2d8","0,0,0","","point","-10.24102473644956,1.773980256469798e-06,-24.84893213135544"
"24","","146e1aa5-f5c4-4dab-ad1e-5e399e6ee7ba","0,0,0","","point","-23.76473689465269,1.773980236263739e-06,14.9642850317305"
"25","","8442e535-4a3a-40a6-9a1e-c7f0e832ecd0","0,0,0","","point","-24.47381282238706,1.773980239816453e-06,8.174596921378935"
"26","","3e89768c-5149-4bb7-8efb-e22b3949bd55","0,0,0","","point","-27.91878962902769,1.773980246477791e-06,-4.993539675300752"
"27","","7826037e-a3e9-48c1-9754-0630a413422a","0,0,0","","point","-21.04934382824644,1.77398024980846e-06,-11.70406518799606"
"28","","3749a704-cd2f-4fe4-b8c3-2ec7ac0e8927","0,0,0","","point","-13.95368647961362,1.773980254693441e-06,-21.72722802979294"
"29","","579a3715-aaa4-4984-b462-ff87263bb8c6","0,0,0","","point","-6.283917192504248,1.773980256691843e-06,-25.58866296631638"
"30","","361ca035-8df4-41ea-b7ed-cd9ab2f09892","0,0,0","","point","-1.64178157238706,1.773980255803664e-06,-23.93255029541794"
