"Object Count","Object Name","Object ID","Object Color R,G,B","Object Material","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"1","","7530cba1-02da-4b82-8e75-c4b4c7fff91b","0,0,0","","point","-1598.937133789062,381.3641967773438,-22.18195152282715"
"2","","0403049e-5587-469e-84ce-11a67f05fcf7","0,0,0","","point","-1591.645263671875,381.3641967773438,-19.85422325134277"
"3","","771057ad-0c16-438b-9c10-297a39868222","0,0,0","","point","-1583.45166015625,381.3641967773438,-18.60288047790527"
"4","","f4c87039-c0b7-4a2c-a5cd-bc730e87a2c7","0,0,0","","point","-1576.463256835938,381.3641967773438,-16.81461143493652"
"5","","222aee7d-1cc8-41f8-8caa-515ca05b507b","0,0,0","","point","-1580.90966796875,381.3641967773438,-26.19975852966309"
"6","","ad5da0fb-39b8-490f-bfe1-8f4f97d678ae","0,0,0","","point","-1576.952758789062,381.3641967773438,-33.21251678466797"
"7","","9b0b36c7-50da-49ce-995c-0c46c2241727","0,0,0","","point","-1589.397705078125,381.3641967773438,-27.80077171325684"
"8","","7caf23c2-e5e3-4c9d-86df-c0496533da8b","0,0,0","","point","-1604.530151367188,381.3641967773438,-17.57723045349121"
"9","","d98d7ae8-fdfa-4dec-bf3b-06044debabe0","0,0,0","","point","-1573.697387695312,381.3641967773438,-39.82822418212891"
"10","","3616dc49-1225-43d4-8378-9c527550c8a1","0,0,0","","point","-1603.087280273438,381.3641967773438,-26.85162925720215"
"11","","0a566f17-e1c7-408c-8fb9-88581d67c179","0,0,0","","point","-1597.125610351562,381.3641967773438,-28.10736656188965"
"12","","1da08140-836f-4861-b710-e896795d4af6","0,0,0","","point","-1581.084350585938,381.3641967773438,-38.36445999145508"
"13","","bebb5509-27c0-4603-9c38-87c229c80c06","0,0,0","","point","-1611.428955078125,381.3641967773438,-14.25426292419434"
"14","","f9c09731-1c5b-421b-b861-ea80f370628d","0,0,0","","point","-1608.318481445312,381.3641967773438,-7.757818222045898"
"15","","479bb352-9f3b-44ce-a13a-1c6e95b70efd","0,0,0","","point","-1600.841796875,381.3641967773438,-10.5042781829834"
"16","","4a09b3d4-ffba-4978-8e7a-004859f0fa45","0,0,0","","point","-1592.584838867188,381.3641967773438,-11.84528160095215"
"17","","0136f2f9-d0c1-4914-86a6-b37b74a8643d","0,0,0","","point","-1584.614379882812,381.3641967773438,-11.57851219177246"
"18","","6d43f551-d490-4521-8d31-9391109cda17","0,0,0","","point","-1577.989990234375,381.3641967773438,-11.39020347595215"
"19","","c3811846-6d8a-4fc3-86de-e66858b135ab","0,0,0","","point","-1572.401733398438,381.3641967773438,-12.89322471618652"
"20","","b320e3be-c3ce-457a-942c-666c71fd9001","0,0,0","","point","-1573.198120117188,381.3641967773438,-23.12441062927246"
"21","","0bdf3e5f-aa39-4e52-9886-d4c7c0ab621b","0,0,0","","point","-1569.655029296875,381.3641967773438,-30.39803123474121"
"22","","1e294633-9dc0-4c6c-9d70-a9c044323e7e","0,0,0","","point","-1566.084228515625,381.3641967773438,-38.01501846313477"
"23","","18342053-f7e4-4181-98fd-f4738cd9eec7","0,0,0","","point","-1562.239013671875,381.3641967773438,-44.88930130004883"
"24","","2a0f856f-1f27-434c-b722-8fc6c3abe30b","0,0,0","","point","-1589.295043945312,381.3641967773438,-36.22444534301758"
"25","","23083590-2a22-4d7f-92cb-37e2172d7017","0,0,0","","point","-1609.167236328125,381.3641967773438,-23.64473533630371"
"26","","c5b162aa-9ab9-4f6b-95fd-6adec740256d","0,0,0","","point","-1559.540649414062,381.3641967773438,-50.89417266845703"
