"Object Count","Object Name","Object ID","Object Color R,G,B","Object Material","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"1","","1f48dd3f-4853-4008-8a28-e3c2691d1dac","0,0,0","","point","-10.01066623438581,-200.0000079442351,-181.3821659936024"
"2","","8aa3b087-6261-4845-b27e-ce964a068f8a","0,0,0","","point","-11.63442445748625,-200.0000039721175,-179.2878826427087"
"3","","4564d2df-14f9-44e0-8090-ec972665f130","0,0,0","","point","-13.25818268058668,-200,-177.193599291815"
"4","","7d437934-91f3-4b67-9815-d162222854fb","0,0,0","","point","-7.327224374696534,-200,-184.0518378458092"
"5","","0fe1e68b-fa9e-4305-a47a-ef5bccb4556d","0,0,0","","point","-5.587483497033988,-200,-183.2641378081668"
"6","","b3b24a1d-8933-429a-b1a7-58bcd2c205fc","0,0,0","","point","-3.847742619371443,-200,-182.4764377705243"
"7","","735e87c6-addc-42bd-b189-6283b96c15d0","0,0,0","","point","-31.18902248091809,-200,-159.620082182187"
"8","","d6769cd7-b5d6-4559-8e57-fbdf7fadd854","0,0,0","","point","-30.44861420993504,-200,-156.1420227097502"
"9","","e327cf44-b322-4c6a-848e-f8efb34383d6","0,0,0","","point","-29.70820593895198,-200,-152.6639632373134"
"10","","065e7dc1-99a6-4712-807b-e51d92dfcda1","0,0,0","","point","-29.70820593895198,-200,-152.6639632373134"
"11","","b6aef69e-7de7-4513-aa5f-10127eb3731c","0,0,0","","point","-28.71824752967407,-200,-149.0248595552518"
"12","","7dfa3575-4a5e-4583-b4d3-45d848b39608","0,0,0","","point","-27.72828912039616,-200,-145.3857558731901"
"13","","3b4eaaeb-206f-4f5e-aec7-187bf7b52433","0,0,0","","point","-3.847742619371443,-200,-182.4764377705243"
"14","","7a3997cb-949b-40ea-b96f-cb2fa5ba7f25","0,0,0","","point","-3.158828350600438,-200,-185.2796124933521"
"15","","a1e17c96-7b72-46b0-acbc-4c494c410c0c","0,0,0","","point","-2.469914081829433,-200,-188.0827872161799"
"16","","b7224b45-e5f7-4f11-86aa-7e1cce06bc6f","0,0,0","","point","-29.70820593895198,-200,-152.6639632373134"
"17","","82ec886a-1407-40cc-9363-a7a032f862a4","0,0,0","","point","-33.41205699061975,-200,-151.9553954605552"
"18","","32313a53-35ae-485e-9223-a34e73be1828","0,0,0","","point","-37.11590804228751,-200,-151.2468276837971"
"19","","2a7b40b7-26a8-4d18-8b3b-84b7c892cdcd","0,0,0","","point","-1.589893558636607,-200,-122.054349326331"
"20","","67d7071c-e1d7-450d-ae93-c45f51569f9e","0,0,0","","point","1.820994228453714,-200,-123.4547082441927"
"21","","6996cff5-6484-48b8-8838-c9e688fe8403","0,0,0","","point","5.231882015544034,-200,-124.8550671620544"
"22","","d4a003ed-2216-429d-ab28-3231c846925c","0,0,0","","point","33.8260858544533,-200,-146.1315622519141"
"23","","73c2842f-099e-4737-8ab2-48090161ba87","0,0,0","","point","35.84146335516269,-200,-148.6520855921139"
"24","","02b7a367-d0a9-4cda-b384-af7a41a53265","0,0,0","","point","37.85684085587209,-200,-151.1726089323137"
"25","","484d98cb-04ef-4b22-af3f-70ef2836dc4a","0,0,0","","point","20.10366063284818,-200,-174.4469938781879"
"26","","94abe9ec-86df-48f1-be35-166b72c48275","0,0,0","","point","21.49477457953239,-200,-180.2609998032199"
"27","","db8c5e7c-3996-48cb-a0c0-2f20e53542c7","0,0,0","","point","22.88588852621661,-200,-186.0750057282518"
"28","","11a1d30f-dde6-44c4-91e5-4ffc8c0b958e","0,0,0","","point","-9.573759255821804,-200,-195.2907839602284"
"29","","4d47758b-c8d8-4f8b-9eaa-3a9761a8740b","0,0,0","","point","-5.652133682164145,-200,-195.5474457777724"
"30","","1abb17d3-b6ad-4767-9b2d-531abec959fb","0,0,0","","point","-1.730508108506487,-200,-195.8041075953164"
"31","","ae55c7e4-f769-4ae1-91b8-82ff273d923f","0,0,0","","point","-7.294188008283378,-200,-166.1398115830086"
"32","","179b3335-b08d-48ec-b210-6c6e1136fa41","0,0,0","","point","-9.414072980780952,-200,-167.4667599429029"
"33","","c5822d70-7dca-4b6c-8b07-8d41d82c9b9c","0,0,0","","point","-11.53395795327853,-200,-168.7937083027972"
"34","","6304487a-bb0b-498c-8fa9-d213c143acdf","0,0,0","","point","-20.64500256757498,-200,-161.8982314116452"
"35","","7d7fdc51-7617-4b67-8f6a-4c816b2da704","0,0,0","","point","-20.01795879607753,-200,-164.2107097993727"
"36","","c81da3cd-6310-4e4c-90cc-43eb28cdc54c","0,0,0","","point","-19.39091502458008,-200,-166.5231881871002"
"37","","289b0778-2212-46fd-a5e7-e088369361de","0,0,0","","point","-13.25818268058668,-200,-177.193599291815"
"38","","f700a5eb-b2f6-4445-9ef0-a597c807870d","0,0,0","","point","-14.93608563233947,-200.0000039721175,-174.6735285082073"
"39","","02a27d8d-4342-4309-83b1-173222222025","0,0,0","","point","-16.61398858409226,-200.0000079442351,-172.1534577245995"
"40","","7076b4a6-48eb-4435-8609-94513084f1a8","0,0,0","","point","-19.39091502458008,-200,-166.5231881871002"
"41","","8555c557-a613-411a-83cd-559fa88e7e19","0,0,0","","point","-18.00245180433617,-200.0000039721175,-169.3383229558499"
