"Object Count","Object Name","Object ID","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"1","","237a41df-f7eb-4743-9804-9bcfd23c99f1","point","-0.01716635232358499,6.285641522829621e-07,-5.162109672489418"
"2","","f70073a5-ecf4-4165-a5d5-ca3cbd7ee7b2","point","1.148254179902978,1.517269940798371e-07,-7.281496345463051"
"3","","b2c2fb3d-5efe-4524-9286-c5dc4d9b463b","point","-1.017959809354835,-8.019473223264129e-07,-6.90078574365641"
"4","","91258202-62dd-46b9-a171-f83c8b1300e2","point","-1.957977509550147,6.285641522829621e-07,-9.084114372196449"
"5","","99811ae5-4865-4c7a-949b-7774028e61de","point","-3.728042817167335,6.285641522829621e-07,-7.659467994632973"
"6","","783bbc38-c89e-43db-bd79-9eea8954506c","point","0.6130979299029775,1.517269940798371e-07,-10.65102988428141"
"7","","e8312e9a-2b3d-44d9-9aba-c89acb2b5eed","point","0.8694455861529775,-8.669158502172536e-08,-3.464891731205238"
"8","","5d232eb8-0efc-4e68-ad91-a4ae2f13148a","point","-1.80735800271421,1.34381988958765e-06,-3.952858268680824"
"9","","38a9ba8f-903f-4fd1-b8e3-63cb102d4390","point","-5.032226777128272,6.285641522829621e-07,-8.930006324711098"
"10","","b689d990-64d6-4e61-a81a-ae4791fa0b77","point","-2.856720185331397,6.285641522829621e-07,-5.794857322635902"
"11","","4efbbf17-b550-4243-b83f-1493a3f84cca","point","-0.7472841501751475,6.285641522829621e-07,-2.294068633976234"
"12","","e387a4b7-a6d4-4fac-b630-0fb4779a0ce2","point","0.1723935841998525,-8.669158502172536e-08,-0.8880370253946914"
"13","","94a903b5-3311-45dd-8603-5e52454a7a48","point","1.525542998262353,-8.019473223264129e-07,-1.783557235660805"
"14","","17f3f61d-39d8-43b3-92f8-537bddc92e20","point","2.643890166231103,-1.5172030596311e-06,-3.301256477298988"
"15","","5f301be9-ca26-4064-9417-41ea9c443f1b","point","3.899596953340478,-8.019473223264129e-07,-6.058765708866371"
"16","","588a1494-3c47-44a7-8111-b31626f6301c","point","-5.539261078886085,-8.669158502172536e-08,-6.912144004764809"
"17","","dba76f5c-42a0-4972-93fa-9baf7763a29b","point","-3.767471528104835,6.285641522829621e-07,-11.15376883691813"
"18","","fde3e21e-dd5e-413a-9734-12eebfc52e17","point","3.664642119356103,-8.019473223264129e-07,-12.19959098047282"
"19","","17fcd7ca-49fd-4a91-add0-35a65165ce5f","point","6.021026396699853,-8.669158502172536e-08,-9.272447883548988"
"20","","1f279247-f16c-4c66-a3c0-de5f75d234a8","point","-1.621231293729835,-8.019473223264129e-07,-13.69869452661539"
"21","","8926a55b-1a1d-4752-8436-0e9118ff5790","point","-7.063842988065772,-8.669158502172536e-08,-9.60612136072184"
"22","","868a57a5-b491-42aa-ae45-e6fe62fe1c71","point","-3.659118866972022,6.285641522829621e-07,-2.571525871219887"
"23","","68140505-300b-457a-a414-2c45eb8735ba","point","-0.8387148142376475,1.34381988958765e-06,0.3150383835408554"
